uid,title,url,image,contenttype,serie,year,normalized,characters,firstparagraph,allpixels,paperpixels,paintedpixels,description,country,duration,seconds,mp3,interviews
t-204,"En Argentina, un tercio de las personas en situación de discapacidad carece de los cuidadores necesarios durante la cuarentena",https://unciencia.unc.edu.ar/salud/en-argentina-un-tercio-de-las-personas-en-situacion-de-discapacidad-carece-de-los-cuidadores-necesarios-durante-la-cuarentena/,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2020/06/covid19-1920-1024x503.jpg,Artículos,Salud,2020,0.257667,6789.0,El dato positivo&#x2c; sin embargo&#x2c; es que más del 90% conoce las medidas preventivas&#x2c;cuenta con los elementos sanitarios de cuidado personal y sus familias conocen los protocolos en caso de un eventual contagio con COVID-19. Casi un 20% atraviesa el aislamiento sin realizar actividades terapéuticas o recreativas y solo el 46% posee ingresos económicos suficientes para garantizarse los recursos básicos.Los datos fueron relevados por un equipo de la Facultad de Ciencias Médicas de la UNC&#x2c; a través de una encuesta virtual realizada en 18 provincias del país. [08.06.2020],,,,,,,,,
t-205,Estudio detecta un aumento en el consumo de sustancias psicoactivas durante la cuarentena,https://unciencia.unc.edu.ar/psicologia/estudio-detecta-un-aumento-en-el-consumo-de-sustancias-psicoactivas-durante-la-cuarentena/,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2020/05/UNCiencia-consumo-de-sustancias-02-1920-1024x503.jpg,Artículos,Psicología,2020,0.38929,10257.0,El dato surge de un relevamiento nacional que incluyó casos de 23 provincias y la Ciudad Autónoma de Buenos Aires. Entre quienes admitieron haber consumido durante el período de asilamiento&#x2c; un 41% señaló que aumentó la frecuencia con que lo hacía&#x2c; un 33% informó haber incrementado la cantidad consumida y un 20% reconoció haber violado la cuarentena para conseguirlas. El ranking de sustancias lo encabeza el alcohol&#x2c; seguido por la nicotina&#x2c; la marihuana y los psicofármacos. La ansiedad y la necesidad de relajación fueron los motivos que más expresaron los encuestados para justificar los cambios en sus patrones de consumo. El 46% no tiene ingresos económicos durante este período. [01.06.2020],,,,,,,,,
t-206,El bajo peso y la obesidad mórbida impactan negativamente en la calidad del semen,https://unciencia.unc.edu.ar/salud/el-bajo-peso-y-la-obesidad-morbida-impactan-negativamente-en-la-calidad-del-semen/,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2020/05/UNCiencia_masa-corporal-01-1920-1024x503.jpg,Artículos,Salud,2020,0.27653,7286.0,Investigadores de la Facultad de Ciencias Médicas&#x2c; junto con profesionales del Laboratorio de Andrología (LAR) y del Centro Integral de Ginecología&#x2c; Obstetricia y Reproducción (CIGOR) de Córdoba analizaron datos de más de 20 mil pacientes para relacionar el Índice de Masa Corporal con la ocurrencia de patologías seminales. A partir de la información analizada proponen redefinir las categorías en las que se encuadran a los pacientes. Los nuevos valores de referencia que postulan constituyen una potencial herramienta de uso clínico para los andrólogos y reproductólogos. [27.05.2020],,,,,,,,,
t-207,Científicos de la UNC trabajan en una técnica para detectar los anticuerpos que neutralizan el SARS-CoV-2,https://unciencia.unc.edu.ar/salud/cientificos-de-la-unc-trabajan-en-una-tecnica-para-detectar-los-anticuerpos-que-neutralizan-el-sars-cov-2/,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2020/05/UNCiencia_investigaciones-coronavirus-01-1920-1024x503.jpg,Artículos,Salud,2020,0.148664,3917.0,Se trata de un tipo especial de anticuerpos&#x2c; capaz de unirse al virus e impedir que este quede libre e ingrese a una nueva célula. La idea es poder cuantificar estos anticuerpos en muestras de plasma humano obtenido de personas que estuvieron enfermas y lograron recuperarse. La importancia del trabajo radica en que ese plasma inmune podría utilizarse en un eventual tratamiento destinado a pacientes con COVID-19. [13.05.2020],,,,,,,,,
t-208,Mujeres en cuarentena: cuidadoras de tiempo completo y sobrecarga de trabajo,https://unciencia.unc.edu.ar/sociedad/mujeres-en-cuarentena-cuidadoras-de-tiempo-completo-y-sobrecarga-de-trabajo/,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2020/05/UNCiencia_genero_mujeres_cuidados-01-1920-1024x503.jpg,Artículos,Sociedad,2020,0.328678,8660.0,Cuidadoras las 24 horas y sobreexigidas con tareas múltiples&#x2c; permanentes y simultáneas. Una encuesta reciente realizada por investigadoras del Conicet constató que el exceso de quehaceres domésticos y de cuidados atraviesa a las mujeres durante la cuarentena. Sienten que trabajan más&#x2c; están más cansadas que antes de la crisis sanitaria y duermen menos de lo necesario. El teletrabajo&#x2c; una modalidad que no permite “desconectar”. Naciones Unidas alertó sobre la profundización de “la injusta distribución de los cuidados” en la región. [06.05.2020],,,,,,,,,
t-209,Investigadores del Observatorio Astronómico hallaron siete estrellas enanas blancas dentro de nebulosas planetarias,https://unciencia.unc.edu.ar/astronomia/investigadores-del-observatorio-astronomico-hallaron-siete-estrellas-enanas-blancas-dentro-de-nebulosas-planetarias/,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2020/04/UNCiencia_estrellas-enanas-1920-1024x503.jpg,Artículos,Astronomía,2020,0.244687,6447.0,Son estrellas muy difíciles de detectar&#x2c; al punto que en la actualidad solo se conocen 30 de este tipo&#x2c; entre las más de 250 mil millones de estrellas que componen la Vía Láctea&#x2c; la galaxia donde se encuentra nuestro sistema solar. La investigación demandó dos años y los resultados no se corresponden exactamente con las predicciones de los modelos de evolución estelar. [29.04.2020],,,,,,,,,
t-210,Diseñan un tablero de básquet para deportistas ciegos,https://unciencia.unc.edu.ar/biomedicina/disenan-un-tablero-de-basquet-para-deportistas-ciegos/,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2020/04/UNCiencia_tablero_basket_ciegos-00-1920-1024x503.jpg,Artículos,Biomedicina,2020,0.227797,6002.0,En el país hay más de un centenar de personas ciegas que practican básquet. Lo hacen desde 2002&#x2c; año en que el deporte se adaptó en Pergamino&#x2c; provincia de Buenos Aires&#x2c; gracias a Ricardo Molinari. Hasta ahora necesitaban de un tercero que los guiara. La novedad es que un grupo de egresados de la carrera de Ingeniería Biomédica diseñaron un tablero con sonido y sensores que les brinda mayor autonomía en el juego. Originalmente fue ideado para el equipo que entrena en la Escuela Superior de Comercio Manuel Belgrano bajo la dirección de Walter Garrone&#x2c; ex entrenador de la Selección Argentina de Básquetbol. Es uno de los proyectos de código abierto (open source) disponible en la plataforma POSTA&#x2c; que permite a interesados de cualquier parte del mundo descargarlo y replicarlo libremente. [22.04.2020],,,,,,,,,
t-211,Las estrategias de las familias cordobesas para lograr el ascenso social a través de la educación,https://unciencia.unc.edu.ar/sociedad/las-estrategias-de-las-familias-cordobesas-para-lograr-el-ascenso-social-a-traves-de-la-educacion/,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2020/04/UNCiencia_estudio-como-ascenso-social-1920-1024x503.jpg,Artículos,Sociedad,2020,0.364582,9606.0,Una investigación busca comprender el modo en que familias pertenecientes a diferentes clases sociales del Gran Córdoba realizan esfuerzos de inversión escolar para mejorar las posiciones de sus hijos. Los resultados permiten conectar los momentos de las familias&#x2c; mediados por la consideración del género y los ciclos vitales&#x2c; con los diferentes momentos históricos de la estructura social y&#x2c; particularmente&#x2c; del sistema educativo. [16.04.2020],,,,,,,,,
t-212,Casi la mitad de los argentinos considera improbable que vaya a contraer coronavirus,https://unciencia.unc.edu.ar/sociedad/casi-la-mitad-de-los-argentinos-considera-improbable-que-vaya-a-contraer-coronavirus/,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2020/04/UNCiencia-coronavirus-encuesta-00-1920-1024x503.jpg,Artículos,Sociedad,2020,0.402194,10597.0,Sin embargo&#x2c; un 48% supone que&#x2c; en caso de contagio&#x2c; la infección podría ser severa. El dato surge de dos encuestas consecutivas realizadas por el Centro de Investigación y Estudios sobre Cultura y Sociedad (Ciecs) de la UNC y el Conicet&#x2c; en las que participaron más de 1.400 personas de Argentina. Es parte de un estudio global que coordina la Organización Mundial de la Salud en varios países para monitorear percepciones y prácticas preventivas en torno a la pandemia. [08.04.2020],,,,,,,,,
t-213,Cuáles son las reacciones emocionales que produce la cuarentena,https://unciencia.unc.edu.ar/psicologia/cuales-son-las-reacciones-emocionales-que-produce-la-cuarentena/,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2020/04/UNCiencia_cuarentena-01-1920-1024x503.jpg,Artículos,Psicología,2020,0.254516,6706.0,Ansiedad y angustia frente a una situación imprevista e incierta&#x2c; y temor de contraer el virus o transmitirlo a otras personas&#x2c; son algunos de los principales motivos de consultas realizadas al Servicio de Contención y Acompañamiento que ofrece la UNC y el Ministerio de Salud de la Provincia&#x2c; un espacio de escucha virtual para ayudar a sobrellevar el impacto emocional que produce el aislamiento social obligatorio. En la primera semana de funcionamiento&#x2c; el servicio atendió casi diez casos diarios&#x2c; la mayoría mujeres de distintas provincias del país&#x2c; y también de España e Italia.  [01.04.2020],,,,,,,,,
t-214,Los factores psicológicos explicarían un 28% de las causas de una lesión deportiva,https://unciencia.unc.edu.ar/psicologia/los-factores-psicologicos-explicarian-un-28-de-las-causas-de-una-lesion-deportiva/,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2020/03/UNCiencia_DxT_alto_rendimiento-00-1920-1024x503.jpg,Artículos,Psicología,2020,0.281274,7411.0,Los estados de ánimo&#x2c; la ansiedad y la percepción que cada uno tiene de sí mismo son decisivos al momento de sufrir alguna dolencia. El dato surge de un estudio realizado en la Facultad de Psicología de la UNC y el Conicet con más de 600 mujeres y varones que practican artes marciales&#x2c; fútbol&#x2c; handbol&#x2c; hockey o básquet. Proponen diseñar estrategias de prevención para identificar perfiles vulnerables y factores de riesgo. [25.03.2020],,,,,,,,,
t-215,Dengue: estudio del mosquito en Córdoba halló una alta variabilidad genética,https://unciencia.unc.edu.ar/biologia/dengue-estudio-del-mosquito-en-cordoba-hallo-una-alta-variabilidad-genetica/,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2020/03/Aedes_aegypti-1024x503.jpg,Artículos,Biología,2020,0.243358,6412.0,Un muestreo de Aedes aegypti realizado en 20 barrios de la ciudad y alrededores encontró marcadas diferencias genéticas entre estas poblaciones de mosquitos ubicadas en distintas zonas urbanas. Esa variabilidad en las secuencias de ADN analizadas de estos insectos podría estar directamente asociada a una mayor capacidad de trasmisión del virus&#x2c; y mayor resistencia a los insecticidas. En esta nota&#x2c; un interactivo que muestra el avance del dengue en la región. [11.03.2020],,,,,,,,,
t-216,Crean una bebida a base de maní con alto valor nutricional y reducida en grasas saturadas,https://unciencia.unc.edu.ar/agronomia/crean-una-bebida-a-base-de-mani-con-alto-valor-nutricional-y-reducida-en-grasas-saturadas/,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2020/03/Pitey-01-1024x503.jpg,Artículos,Agronomía,2020,0.232048,6114.0,El producto ya se encuentra en el mercado y es resultado de un trabajo conjunto de investigadores de la Facultad de Ciencias Agropecuarias con tres empresas del sector productivo. Es libre de gluten&#x2c; carece de colesterol y puede ser consumida por personas con intolerancia a la lactosa o a la proteína de la leche. Además&#x2c; contiene fibra y un agregado importante de vitaminas y calcio. La producción de maní es la principal economía regional de Córdoba. [05.03.2020],,,,,,,,,
t-217,Descubren una nueva especie de parásito en Pampa de Achala,https://unciencia.unc.edu.ar/biologia/descubren-una-nueva-especie-de-parasito-en-pampa-de-achala/,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2021/12/2021-12-06-Parasito-Punctodera-Achalensis-01-1920-1024x503.jpg,Artículos,Biología,2021,0.175649,4628.0,Se trata de un nematodo hallado en el suelo y las raíces de un pasto endémico de esa zona de las sierras de Córdoba. Es el primer registro de este parásito en el mundo. Se caracteriza por tener quistes esféricos y alimentarse del contenido celular de las raíces. Le asignaron el nombre científico Punctodera achalensis. La intención del equipo de investigación es evaluar si este gusano recientemente caracterizado parasita cultivos como el trigo o el maíz&#x2c; tal como lo hacen otras especies de la misma familia&#x2c; para determinar su potencial riesgo para la actividad agrícola. [09.12.2021],,,,,,,,,
t-218,Identifican un elevado grado de vulnerabilidad social y sanitaria en feminidades trans y travestis de la ciudad de Córdoba,https://unciencia.unc.edu.ar/genero/identifican-un-elevado-grado-de-vulnerabilidad-social-y-sanitaria-en-feminidades-trans-y-travestis-de-la-ciudad-de-cordoba/,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2021/11/UNCiencia-Vulnerabilidad-social-y-sanitaria-en-feminidades-Trans-00-1920-1024x503.jpg,Artículos,Género,2021,0.420184,11071.0,La conclusión surge de un estudio cuantitativo realizado en el marco de una tesis de licenciatura de la Facultad de Psicología de la UNC. De las personas encuestadas (mujeres trans/travestis de la ciudad de Córdoba)&#x2c; solo el 9&#x2c;5% tiene alguna cobertura de salud&#x2c; apenas el 7% cuenta con aportes jubilatorios y el 75&#x2c;8% no terminó el secundario. Proponen diseñar programas de salud pública para garantizar el derecho y el acceso a una atención integral de la salud a estas personas&#x2c; cuya expectativa de vida es de casi la mitad que la de la población en general. [25.11.2021],,,,,,,,,
t-219,El secundario fue el nivel con mayor desvinculación e intermitencia de estudiantes durante la virtualidad,https://unciencia.unc.edu.ar/educacion/el-secundario-fue-el-nivel-con-mayor-desvinculacion-e-intermitencia-de-estudiantes-durante-la-virtualidad/,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2021/11/UNCiencia-desconexion-escolar-1920-1024x503.jpg,Artículos,Educación,2021,0.325983,8589.0,Aunque hubo dificultades para sostener las clases no presenciales en todos los niveles de escolaridad&#x2c; el secundario sufrió el mayor impacto. Particularmente&#x2c; afectó a los hogares de nivel socioeconómico medio-bajo&#x2c; donde casi cinco de cada diez jóvenes mantuvo un vínculo intermitente con la escuela&#x2c; y de nivel bajo&#x2c; donde el 16% se desvinculó totalmente. Los datos corresponden a la ciudad de Córdoba y son aportados por un estudio de la Facultad de Ciencias Sociales de la UNC&#x2c; que evidencia el desigual acceso a derechos que tuvo la población durante la virtualidad que impuso la pandemia. [18.11.2021],,,,,,,,,
t-220,"Wanda, “La China”, Pampita y Paula Chaves: cómo los medios argentinos reproducen los estereotipos de “buena mujer” o “zorra”",https://unciencia.unc.edu.ar/genero/wanda-la-china-pampita-y-paula-chaves-como-los-medios-argentinos-reproducen-los-estereotipos-de-buena-mujer-o-zorra/,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2021/11/como-los-medios-argentinos-reproducen-los-estereotipos-de-buena-mujer-o-zorra-1920-1024x450.png,Artículos,Género,2021,0.58532,15422.0,Unas de las imágenes femeninas que más se repiten en los medios de comunicación y redes sociales del país son las de Carolina “Pampita” Ardohain&#x2c; “La China” Suárez&#x2c; Wanda Nara y Paula Chaves. ¿Qué las une? Una trama de discursos patriarcales que establecen roles y comportamientos socialmente aceptados&#x2c; y responden a estereotipos de género que definen un tipo de feminidad hegemónica&#x2c; a partir de la reproducción del imaginario de mujeres “putas o madres”. El análisis corresponde a Gabriela BardWigdor y Paola Bonavitta&#x2c; investigadoras del Conicet especialistas en estudios de género y docentes de la UNC&#x2c; que dialogaron con UNCiencia. Advierten el peligro que representan estos discursos que circulan en los medios de comunicación&#x2c; como parte de los procesos de identificación de género. En su mirada&#x2c; “La China» es la representación de un conflicto contemporáneo relacionado con la lucha de los movimientos feministas para que las mujeres puedan visibilizar su deseo&#x2c; liberar su sexualidad&#x2c; y salir del corsé patriarcal. ¿Qué ocurre cuando esto se da? Un disciplinamiento hacia las feminidades díscolas. [10.11.2021],,,,,,,,,
t-221,"Con imágenes satelitales, identifican las zonas del embalse San Roque con mejor y peor calidad de agua",https://unciencia.unc.edu.ar/medioambiente/con-imagenes-satelitales-identifican-las-zonas-del-embalse-san-roque-con-mejor-y-peor-calidad-de-agua/,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2021/11/UNCiencia-contaminacion-Dique-San-Roque-1920-1024x503.jpg,Artículos,Medioambiente,2021,0.398892,10510.0,Un estudio del Instituto Gulich (UNC/Conae) analizó los patrones de distribución de la clorofila en ese reservorio entre 2016 y 2019. Es una manera de mesurar la proliferación de algas microscópicas. ¿Por qué es importante monitorearlas? Porque su florecimiento está asociado a una mayor presencia de nutrientes&#x2c; entre los que se cuentan las cenizas de los incendios y los residuos cloacales sin tratamiento adecuado. Los resultados indican que en algunas áreas la calidad del agua empeoró año a año en ese ecosistema. El agravante es que&#x2c; por la dinámica propia del embalse&#x2c; esos agentes degradantes terminan concentrándose en la garganta del dique&#x2c; un sector próximo al punto de extracción del agua para su potabilización. Los aireadores&#x2c; instalados para combatir la proliferación de algas&#x2c; no estarían logrando el efecto buscado. [04.11.2021],,,,,,,,,
t-222,"Durante la última década, los episodios de consumo excesivo de alcohol crecieron sin distinción en todos los estratos socioeconómicos de Argentina",https://unciencia.unc.edu.ar/economia/durante-la-ultima-decada-los-episodios-de-consumo-excesivo-de-alcohol-crecieron-sin-distincion-en-todos-los-estratos-socioeconomicos-de-argentina/,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2021/10/UNCiencia_consumo-problematico-de-alcohol-01a-1920-1024x503.jpg,Artículos,Economía,2021,0.272924,7191.0,A partir de datos del INDEC de 2009&#x2c; 2013 y 2018&#x2c; un estudio analizó la evolución de la ingesta de alcohol en la población argentina. Si bien el consumo general se mantuvo en los mismos niveles durante los años considerados&#x2c; el porcentaje de personas que presentó patrones nocivos de consumo creció del 16% en el primer período&#x2c; al 24% en el último. Hasta hace más de diez años&#x2c; el problema afectaba mayormente a sectores con menores recursos económicos&#x2c; pero actualmente alcanza a todos los estratos socioeconómicos por igual. Los datos se inscriben en el campo de la “economía de la salud”&#x2c; un área de investigación incipiente en el país&#x2c; pero fundamental para delinear políticas sustentables de salud pública.  [27.10.2021],,,,,,,,,
t-223,Especial | 150 aniversario del Observatorio Astronómico de Córdoba,https://unciencia.unc.edu.ar/especial/150-aniversario-oac/,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2021/10/oac_1920-1024x503.jpg,Artículos,Producción especial,2021,0.389214,10255.0,La centenaria institución científica conmemorará en los próximos días un nuevo aniversario. En este especial&#x2c; Miriani Pastoriza&#x2c; Julio Navarro&#x2c; Guillermo Torres y Dante Minniti&#x2c; referentes internacionales en distintos campos de la astronomía&#x2c; comparten anécdotas de sus épocas de estudiantes en el Observatorio Astronómico de Córdoba (OAC). [21.10.2021],,,,,,,,,
t-224,Ciencia y conflictos socio ambientales: el desafío de construir conocimiento junto a la comunidad,https://unciencia.unc.edu.ar/sin-categoria/ciencia-y-conflictos-socio-ambientales-el-desafio-de-construir-conocimiento-junto-a-la-comunidad/,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2021/10/27-Informes-de-impacto-ambiental-encabezado-1024x277.jpg,Artículos,Noticia,2021,0.024973,658.0,La experiencia de ser parte activa del conflicto socio ambiental sobre el mega-enterramiento sanitario que se intentó instalar en la localidad de Parque Santa Ana fue para Eliana Lacombe&#x2c; antropóloga de la UNC&#x2c; el inicio de una indagación sobre los conflictos ambientales y el quehacer de la ciencia.,,,,,,,,,
t-225,Fake news y WhatsApp: prevalece la idea de que solo afecta a otras personas,https://unciencia.unc.edu.ar/comunicacion/fakenews-y-whatsapp-prevalece-la-idea-de-que-solo-afecta-a-otras-personas/,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2021/10/UNCiencia_Fakenews-y-covid-01-1920-1024x503.jpg,Artículos,Comunicación,2021,0.367656,9687.0,El dato surge de un estudio exploratorio realizado por un grupo de investigación de la Facultad de Ciencias de la Comunicación de la UNC&#x2c; junto con Mutual Conexión&#x2c; en el que participaron más de 400 personas de Córdoba&#x2c; Buenos Aires y Santa Fe. Los datos&#x2c; recabados a través de una encuesta distribuida aleatoriamente&#x2c; señalan que el 18% de las personas reconocen haber compartido información dudando de su veracidad. Otro grupo admitió cierta dificultad para identificar si una noticia era verdadera o falsa por sus propios medios. Para el equipo de investigación&#x2c; esto plantea la necesidad de generar espacios para avanzar en instancias pedagógicas que promuevan el diálogo&#x2c; problematicen y desnaturalicen la información recibida. [14.10.2021],,,,,,,,,
t-226,Cinco modos en que se ocultó la contribución de las mujeres al conocimiento científico,https://unciencia.unc.edu.ar/genero/cinco-modos-en-que-se-oculto-la-contribucion-de-las-mujeres-al-conocimiento-cientifico/,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2021/09/UNCiencia-ciencia-y-genero-01-1920-1024x503.jpg,Artículos,Género,2021,0.261348,6886.0,El modo más sencillo de lograr que no queden registros de una persona es invisibilizándola. ¿Cómo? No nombrándola&#x2c; por ejemplo. O mencionando a otra persona (uso del masculino genérico) en representación de la primera. Existen mecanismos específicos mediante los cuales se eliminó sistemática e históricamente la participación de las mujeres en el desarrollo del conocimiento y la ciencia universal. UNCiencia repasa algunos de esos mecanismos&#x2c; en el marco del Congreso de Ciencia y Género que comienza hoy en Córdoba. [27.09.2021],,,,,,,,,
t-227,Estudiantes con altas capacidades intelectuales: diseñan una escala para evaluar las estrategias más efectivas contra el aburrimiento en clase,https://unciencia.unc.edu.ar/psicologia/estudiantes-con-altas-capacidades-intelectuales-disenan-una-escala-para-evaluar-las-estrategias-mas-efectivas-contra-el-aburrimiento-en-clase/,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2021/09/UNCiencia-evaluar-ni%C3%B1es-con-Altas-Capacidades-Intelectuales-02-1920-1920x944-c-default.jpg,Artículos,Psicología,2021,0.262676,6921.0,Escasa motivación&#x2c; poca atención y bajo rendimiento académico. Esas son las principales consecuencias del aburrimiento&#x2c; que suelen ir acompañadas por emociones negativas&#x2c; ausentismo&#x2c; abandono escolar y comportamientos disruptivos. Un equipo del Área Infantil del Servicio de Neuropsicología de la Facultad de Psicología de la UNC diseñó una escala para evaluar las estrategias más efectivas a las que recurren estudiantes con altas capacidades intelectuales. ¿La más frecuente y efectiva? La de aproximación cognitiva: cuando la persona se esfuerza en pensar sobre el valor o la relevancia de aquello que debe aprender y que le resulta aburrido. [22.09.2021],,,,,,,,,
t-228,Analizan la literatura infanto-juvenil argentina como espacio de actualización del pasado,https://unciencia.unc.edu.ar/literatura/analizan-la-literatura-infanto-juvenil-argentina-como-espacio-de-actualizacion-del-pasado/,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2021/09/UNCiencia-literatura-infanto-juvenil-y-dictadura-02b-1920a-1024x503.jpg,Artículos,Literatura,2021,0.375892,9904.0,En el campo específico de la literatura para las infancias&#x2c; hay publicaciones que pueden leerse como un diálogo entre la realidad social e histórica y otros textos. Un estudio propone un recorrido por tres momentos de la literatura infanto-juvenil argentina en torno a la última dictadura cívico-militar y el terrorismo de Estado para desentrañar esa cadena dialógica que recorre los escritos&#x2c; sus semejanzas y diferencias&#x2c; y su constitución como espacio de lucha y actualización del pasado. La elaboración de un relato franco de denuncia y exposición del horror es el punto en común entre estas obras; la diferencia es que los textos actuales se arriesgan con más recursos visuales e ilustrativos. [15.09.2021],,,,,,,,,
t-229,Desarrollan una plataforma que alerta sobre posibles erupciones volcánicas a partir de relámpagos,https://unciencia.unc.edu.ar/innovacion/desarrollan-una-plataforma-que-alerta-sobre-posibles-erupciones-volcanicas-a-partir-de-relampagos/,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2021/08/UNCiencia-VolcanAR-01-1920-1024x503.jpg,Artículos,Innovación,2021,0.323061,8512.0,Es un sistema de monitoreo remoto y en tiempo real llamado VolcanoAR. Utiliza la información captada por antenas de una red internacional dedicada a registrar la actividad eléctrica en todo el planeta. La herramienta local emula a una similar existente a nivel mundial&#x2c; pero con un algoritmo optimizado para las particularidades de la geografía andina&#x2c; que logra reducir un 75% las falsas alarmas. Si bien todavía se encuentra en desarrollo&#x2c; ya es posible consultar una primera versión de la plataforma en línea. [01.09.2021],,,,,,,,,
t-230,El crecimiento urbano en las sierras  cordobesas pone en riesgo la provisión de agua para millones de personas,https://unciencia.unc.edu.ar/medioambiente/el-crecimiento-urbano-en-las-sierras-cordobesas-pone-en-riesgo-la-provision-de-agua-para-millones-de-personas/,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2021/08/UNCiencia_cuencas_hidricas-y-desarrollo-inmoviliario-02c-1920-1024x503.jpg,Artículos,Medioambiente,2021,0.512714,13509.0,Un trabajo interdisciplinario muestra cómo los cambios urbanísticos y territoriales llevados a cabo en las sierras de Córdoba alteraron las condiciones naturales que proveen de agua a millones de habitantes. El estudio muestra la importancia de las organizaciones sociales para frenar el problema y propone alternativas hacia otro modelo de desarrollo urbano que no degrade su principal capital natural. [25.08.2021],,,,,,,,,
t-231,Desarrollan dispositivos musicales para usar en encuadres terapéuticos destinados a personas con discapacidad,https://unciencia.unc.edu.ar/inclusion/desarrollan-dispositivos-musicales-para-usar-en-encuadres-terapeuticos-destinados-a-personas-con-discapacidad/,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2021/08/UNCiencia_dispositivos_Musicoterapia_Bioingenieria-01-1920-1024x503.jpg,Artículos,Inclusión,2021,0.25983,6846.0,Se trata de cinco dispositivos capaces de generar sonidos a partir de movimientos corporales. Fueron creados para ser utilizados en las sesiones de musicoterapia por las personas que tienen alguna discapacidad motriz&#x2c; neurocognitiva o trastornos del espectro autista. Los planos y explicaciones de cómo fabricar los equipos están alojados en POSTA&#x2c; la plataforma de código abierto de tecnología asistiva&#x2c; y son el resultado de un proyecto integrador de grado de la carrera de Ingeniería Biomédica de la UNC.[19.08.2021],,,,,,,,,
t-232,Estudiantes del secundario: qué piensan sobre la educación sexual que reciben en la escuela,https://unciencia.unc.edu.ar/educacion/estudiantes-del-secundario-que-piensan-sobre-la-educacion-sexual-que-reciben-en-la-escuela/,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2021/07/UNCiencia_ESI_portada-01-1920-1024x503.jpg,Artículos,Educación,2021,0.386101,10173.0,Aunque es un espacio altamente valorado&#x2c; consideran que la educación sexual que reciben en la escuela es insuficiente&#x2c; o poco significativa. Predomina un enfoque biologista&#x2c; centrado en la genitalidad y la reproducción&#x2c; desconectado de las propias realidades y experiencias juveniles.  Las conclusiones se enmarcan en una línea de investigación sobre género y sexualidad desarrollada por un equipo de investigación de la UNC desde 2014&#x2c; y fueron publicadas recientemente en un libro académico. UNCiencia indaga sobre este tema&#x2c; a casi 15 años de la sanción de la Ley de Educación Sexual Integral. [28.07.2021],,,,,,,,,
t-233,El Instituto Gulich cartografió los incendios que afectaron las sierras de Córdoba entre 1987 y 2018,https://unciencia.unc.edu.ar/medioambiente/el-instituto-gulich-cartografio-los-incendios-que-afectaron-las-sierras-de-cordoba-entre-1987-y-2018/,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2021/07/UNCiencia-incendios-en-las-Sierras-de-Cba-00-1920-1024x503.jpg,Artículos,Medioambiente,2021,0.44121,11625.0,En tres décadas&#x2c; se quemó prácticamente el 58% de la geografía serrana en la provincia de Córdoba. El dato surge del banco de datos al que tuvo acceso UNCiencia y que registra&#x2c; año por año&#x2c; las áreas dañadas por el fuego. Durante el período analizado se documentaron más de nueve mil focos&#x2c; que terminaron comprometiendo 1&#x2c;6 millones de hectáreas. El mapeo completo con las “cicatrices” que dejaron las llamas estará disponible en los próximos meses&#x2c; cuando finalice su revisión y ajuste. Una vez puesto en línea&#x2c; será de acceso libre para la comunidad científica y el público  general. [21.07.2021],,,,,,,,,
